Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress ScoreÂ®,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Total Sets,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Stress Change,Stress Start,Stress End,Avg Stress,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,4/7/2021 17:35,FALSE,Athens Running,3.21,436,0:30:34,150,171,2.8,146,172,9:32,7:28,114,74,1.16,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,01:57.2,4,0,--,--,--,--,--,--,--,0:30:34,0:30:34,635,741
Running,4/7/2021 6:25,FALSE,Athens Running,3.16,411,0:32:47,142,157,2.3,146,157,10:22,8:26,131,47,1.07,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,01:44.9,4,0,--,--,--,--,--,--,--,0:32:46,0:32:47,633,741
Running,4/6/2021 6:07,FALSE,Athens Running,8,"1,005",1:05:10,161,177,3.9,150,196,8:08,3:59,475,401,1.31,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:02.3,9,0,--,--,--,--,--,--,--,1:05:06,1:05:26,633,741
Running,4/5/2021 17:40,FALSE,Athens Running,4,534,0:40:26,146,159,2.7,144,154,10:06,7:19,189,172,1.11,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:02.3,5,0,--,--,--,--,--,--,--,0:40:25,0:40:26,631,741
Running,4/3/2021 7:22,FALSE,Athens Running,12.01,"1,428",1:39:07,159,181,4.2,150,203,8:15,4:54,684,643,1.3,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:02.7,13,0,--,--,--,--,--,--,--,1:38:26,1:45:26,581,781
Running,4/2/2021 17:46,FALSE,Athens Running,5.01,628,0:43:19,155,185,3.3,149,167,8:39,5:46,249,233,1.25,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:02.8,6,0,--,--,--,--,--,--,--,0:43:18,0:43:19,633,741
Running,4/2/2021 6:22,FALSE,Athens Running,3.06,427,0:32:34,144,170,2.5,147,156,10:39,8:38,124,90,1.03,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:36.1,4,0,--,--,--,--,--,--,--,0:32:34,0:32:34,634,741
Running,4/1/2021 6:29,FALSE,Athens Running,8,"1,006",1:04:27,163,176,4.1,151,186,8:03,4:36,455,367,1.32,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:02.0,9,0,--,--,--,--,--,--,--,1:04:19,1:04:36,633,741
Running,3/31/2021 6:03,FALSE,Athens Running,6.22,836,0:55:02,159,173,3.7,146,164,8:51,7:32,396,351,1.25,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,02:01.5,7,0,--,--,--,--,--,--,--,0:54:57,0:55:24,632,741
Running,3/30/2021 6:23,FALSE,Athens Running,8.01,969,1:04:16,159,175,3.8,150,168,8:02,6:48,455,371,1.34,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:03.4,9,0,--,--,--,--,--,--,--,1:04:07,1:05:29,632,741
Running,3/29/2021 5:32,FALSE,Athens Running,2.78,335,0:28:37,136,168,2.2,143,239,10:17,7:49,206,206,1.09,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,08:04.5,3,0,--,--,--,--,--,--,--,0:28:30,0:41:05,629,781
Running,3/28/2021 7:03,FALSE,Athens Running,12.36,"1,533",1:39:37,163,176,4.8,152,180,8:03,5:14,709,663,1.32,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,03:03.9,13,0,--,--,--,--,--,--,--,1:39:12,1:41:24,581,781
Running,3/27/2021 9:39,FALSE,Athens Running,3,412,0:32:13,143,164,2.3,143,167,10:44,6:38,171,190,1.05,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:02.0,4,0,--,--,--,--,--,--,--,0:32:11,0:33:28,606,688
Running,3/26/2021 17:45,FALSE,Athens Running,5.01,624,0:39:26,163,175,3.6,151,167,7:53,6:34,294,238,1.35,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:02.3,6,0,--,--,--,--,--,--,--,0:39:20,0:39:38,634,741
Running,3/25/2021 6:27,FALSE,Athens Running,5.01,617,0:36:53,169,182,3.9,154,166,7:22,6:24,294,251,1.42,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:02.6,6,0,--,--,--,--,--,--,--,0:36:48,0:37:03,634,741
Running,3/24/2021 6:38,FALSE,Athens Running,3.44,431,0:27:10,162,178,3.3,151,162,7:54,6:32,136,94,1.35,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,03:27.8,4,0,--,--,--,--,--,--,--,0:27:10,0:27:10,633,741
Running,3/23/2021 6:22,FALSE,Athens Running,6.23,818,0:51:53,161,180,3.8,151,161,8:20,6:53,395,357,1.28,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,01:53.4,7,0,--,--,--,--,--,--,--,0:51:46,0:52:01,632,741
Running,3/22/2021 6:55,FALSE,Athens Running,3.4,422,0:27:59,153,170,3.1,153,164,8:15,7:18,153,92,1.28,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,03:28.2,4,0,--,--,--,--,--,--,--,0:27:54,0:28:36,633,741
Running,3/21/2021 7:56,FALSE,Athens Running,3.43,457,0:31:37,149,177,3,150,210,9:12,6:49,114,58,1.17,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,04:00.3,4,0,--,--,--,--,--,--,--,0:31:36,0:31:42,632,741
Running,3/20/2021 7:58,FALSE,Athens Running,3.01,375,0:32:54,134,155,2,145,154,10:57,9:24,128,38,1.01,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:03.1,4,0,--,--,--,--,--,--,--,0:32:53,0:32:54,632,741
Running,3/15/2021 17:46,FALSE,Athens Running,3,404,0:30:47,143,153,2.3,145,155,10:15,8:33,111,96,1.08,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:02.0,4,0,--,--,--,--,--,--,--,0:30:46,0:30:47,634,741
Running,3/13/2021 7:01,FALSE,Athens Running,13.1,"1,536",1:43:14,160,177,4.3,152,184,7:53,5:31,759,753,1.35,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:44.5,14,0,--,--,--,--,--,--,--,1:42:28,1:47:41,581,781
Running,3/12/2021 17:05,FALSE,Athens Running,3,383,0:28:14,144,158,2.4,145,155,9:24,8:35,112,125,1.18,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:01.8,4,0,--,--,--,--,--,--,--,0:28:13,0:28:14,634,741
Running,3/12/2021 6:37,FALSE,Athens Running,7.01,888,0:55:57,162,176,3.9,150,184,7:59,6:23,452,356,1.34,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:01.8,8,0,--,--,--,--,--,--,--,0:55:45,0:56:42,630,741
Running,3/11/2021 6:29,FALSE,Athens Running,8,952,1:01:50,162,177,3.9,155,167,7:44,6:48,503,419,1.34,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:01.8,9,0,--,--,--,--,--,--,--,1:01:37,1:02:17,633,741
Running,3/10/2021 17:06,FALSE,Athens Running,3.01,411,0:28:57,146,160,2.7,146,173,9:38,7:13,116,98,1.15,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:02.5,4,0,--,--,--,--,--,--,--,0:28:55,0:29:01,633,741
Running,3/10/2021 6:33,FALSE,Athens Running,3,433,0:31:15,148,160,2.6,145,159,10:24,7:47,117,103,1.07,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:02.4,4,0,--,--,--,--,--,--,--,0:31:14,0:31:15,631,741
Running,3/9/2021 6:32,FALSE,Athens Running,8.01,999,1:03:27,161,188,3.9,153,190,7:56,6:22,485,388,1.33,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:02.6,9,0,--,--,--,--,--,--,--,1:03:11,1:04:29,632,741
Running,3/7/2021 8:10,FALSE,Athens Running,14.01,"1,603",1:57:36,156,178,3.9,147,188,8:24,5:06,788,759,1.3,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:02.1,15,0,--,--,--,--,--,--,--,1:56:56,2:04:17,581,781
Running,3/6/2021 9:48,FALSE,Athens Running,4.01,558,0:40:10,147,162,2.8,141,157,10:01,8:03,255,166,1.13,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:04.9,5,0,--,--,--,--,--,--,--,0:40:10,0:40:16,634,741
Running,3/5/2021 16:44,FALSE,Athens Running,5.01,609,0:35:27,172,183,3.9,155,178,7:05,5:41,254,201,1.47,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:03.0,6,0,--,--,--,--,--,--,--,0:35:25,0:35:27,631,741
Running,3/4/2021 6:10,FALSE,Athens Running,8.01,"1,010",1:04:24,160,179,3.9,148,169,8:02,6:28,463,374,1.35,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:05.3,9,0,--,--,--,--,--,--,--,1:04:16,1:04:54,635,741
Running,3/3/2021 6:46,FALSE,Athens Running,3,388,0:30:32,140,157,2.2,147,156,10:10,8:19,117,100,1.08,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:02.1,4,0,--,--,--,--,--,--,--,0:30:31,0:30:32,634,741
Running,3/2/2021 6:39,FALSE,Athens Running,8.01,"1,021",1:04:55,161,177,3.9,151,173,8:06,6:40,460,365,1.31,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:03.4,9,0,--,--,--,--,--,--,--,1:04:32,1:07:16,633,741
Running,2/28/2021 8:07,FALSE,Athens Running,12,"1,474",1:35:54,162,176,4.3,150,171,7:59,4:59,701,655,1.34,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:01.5,13,0,--,--,--,--,--,--,--,1:35:10,1:40:47,581,781
Running,2/27/2021 10:23,FALSE,Athens Running,3.86,527,0:36:30,150,161,2.9,145,196,9:28,7:53,110,101,1.17,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,08:18.3,4,0,--,--,--,--,--,--,--,0:36:25,0:37:15,581,676
Running,2/26/2021 17:02,FALSE,Athens Running,5.01,603,0:37:46,162,180,3.5,152,172,7:32,6:09,332,272,1.4,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:02.4,6,0,--,--,--,--,--,--,--,0:37:42,0:37:49,634,741
Running,2/25/2021 6:25,FALSE,Athens Running,8.01,996,1:02:28,163,179,4.1,151,190,7:48,4:11,469,402,1.36,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:02.5,9,0,--,--,--,--,--,--,--,1:02:13,1:03:09,630,741
Running,2/24/2021 17:41,FALSE,Athens Running,3,391,0:27:20,148,164,2.6,145,162,9:06,6:29,116,28,1.22,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:01.7,4,0,--,--,--,--,--,--,--,0:27:19,0:27:55,634,741
Running,2/23/2021 6:40,FALSE,Athens Running,6.22,799,0:48:23,166,182,4,152,167,7:46,6:50,410,398,1.36,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,01:37.7,7,0,--,--,--,--,--,--,--,0:48:15,0:48:40,633,741
Running,2/21/2021 7:31,FALSE,Athens Running,16,"1,924",2:12:15,160,178,4.5,148,184,8:16,5:29,903,916,1.32,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:01.8,17,0,--,--,--,--,--,--,--,2:11:44,2:16:25,581,781
Running,2/20/2021 8:28,FALSE,Athens Running,4,567,0:39:59,150,166,3,143,158,9:59,8:49,217,179,1.13,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:01.1,5,0,--,--,--,--,--,--,--,0:39:50,0:39:59,634,741
Running,2/19/2021 6:43,FALSE,Athens Running,5.01,632,0:38:30,166,183,3.8,151,160,7:41,5:29,290,230,1.39,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:01.6,6,0,--,--,--,--,--,--,--,0:38:27,0:38:30,631,741
Running,2/18/2021 7:14,FALSE,Athens Running,8.01,977,1:00:11,166,179,4.3,151,184,7:31,4:47,492,414,1.42,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:02.5,9,0,--,--,--,--,--,--,--,1:00:05,1:01:06,630,741
Running,2/17/2021 6:45,FALSE,Athens Running,3,409,0:30:47,145,166,2.4,142,152,10:15,8:16,118,105,1.11,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:02.4,4,0,--,--,--,--,--,--,--,0:30:46,0:30:47,634,741
Running,2/16/2021 6:51,FALSE,Running,8.23,"1,063",1:04:44,167,179,4.4,147,173,7:52,5:07,--,--,1.39,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,01:37.9,9,0,--,--,--,--,--,--,--,1:04:41,1:05:01,--,--
Running,2/14/2021 7:24,FALSE,Running,14.01,"1,751",1:54:37,163,176,4.7,147,160,8:11,6:15,--,--,1.34,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:02.0,15,0,--,--,--,--,--,--,--,1:54:34,1:54:37,--,--
Running,2/13/2021 8:50,FALSE,Athens Running,3.1,458,0:30:02,156,169,3.1,142,158,9:41,7:22,110,90,1.17,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:58.9,4,0,--,--,--,--,--,--,--,0:30:01,0:30:02,694,741
Running,2/12/2021 6:44,FALSE,Athens Running,5.01,585,0:35:51,167,184,3.9,153,170,7:10,5:43,336,308,1.47,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:01.8,6,0,--,--,--,--,--,--,--,0:35:49,0:35:57,630,741
Running,2/11/2021 6:37,FALSE,Athens Running,7.01,898,0:55:03,167,180,4.3,146,186,7:51,5:37,456,376,1.4,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:02.1,8,0,--,--,--,--,--,--,--,0:54:47,0:56:11,633,741
Running,2/10/2021 6:36,FALSE,Athens Running,3.13,420,0:32:51,144,169,2.4,141,164,10:30,8:04,102,96,1.09,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,01:10.0,4,0,--,--,--,--,--,--,--,0:32:50,0:32:57,691,741
Running,2/9/2021 6:25,FALSE,Athens Running,8.15,"1,064",1:06:41,165,180,4.3,147,245,8:11,6:20,"1,061",897,1.34,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,01:11.4,9,0,--,--,--,--,--,--,--,1:06:19,1:07:02,628,804
Running,2/7/2021 8:24,FALSE,Athens Running,12.01,"1,462",1:38:10,162,179,4.5,147,173,8:11,6:00,653,613,1.34,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:02.5,13,0,--,--,--,--,--,--,--,1:37:47,1:44:25,581,781
Running,2/6/2021 8:45,FALSE,Athens Running,3.02,410,0:29:04,150,165,2.8,143,152,9:38,8:29,125,110,1.17,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:08.8,4,0,--,--,--,--,--,--,--,0:29:01,0:29:19,632,741
Running,2/5/2021 16:54,FALSE,Athens Running,5.02,614,0:36:06,174,184,4,152,169,7:12,5:53,317,222,1.47,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:06.7,6,0,--,--,--,--,--,--,--,0:36:05,0:36:06,628,741
Running,2/4/2021 6:34,FALSE,Athens Running,8.1,"1,008",1:06:11,161,180,4,147,164,8:10,7:13,527,425,1.34,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:46.7,9,0,--,--,--,--,--,--,--,1:06:08,1:06:14,635,741
Running,2/3/2021 6:38,FALSE,Athens Running,3.01,424,0:30:45,148,169,2.6,142,155,10:14,7:54,133,110,1.11,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:02.4,4,0,--,--,--,--,--,--,--,0:30:45,0:30:45,632,741
Running,2/2/2021 6:46,FALSE,Running,7.25,933,0:59:57,160,180,3.9,145,158,8:16,7:21,--,--,1.34,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,02:00.8,8,0,--,--,--,--,--,--,--,0:59:47,1:00:57,--,--
Running,1/31/2021 12:06,FALSE,Athens Running,10,"1,239",1:22:52,162,174,4.2,146,164,8:17,7:02,558,582,1.33,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:02.3,11,0,--,--,--,--,--,--,--,1:22:43,1:23:30,633,741
Running,1/29/2021 16:39,FALSE,Athens Running,3.48,423,0:26:51,162,173,3.2,147,164,7:44,6:20,148,89,1.41,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,03:42.7,4,0,--,--,--,--,--,--,--,0:26:34,0:27:05,632,741
Running,1/28/2021 17:37,FALSE,Athens Running,5.52,665,0:42:12,163,180,3.6,147,221,7:39,4:47,300,304,1.43,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,04:01.9,6,0,--,--,--,--,--,--,--,0:41:44,0:49:04,629,781
Running,1/27/2021 17:48,FALSE,Athens Running,3.01,398,0:31:20,143,155,2.3,142,155,10:24,8:47,154,45,1.09,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:08.8,4,0,--,--,--,--,--,--,--,0:31:19,0:31:20,631,741
Running,1/26/2021 16:28,FALSE,Athens Running,7.01,868,0:54:21,165,181,4.1,147,218,7:45,5:37,397,340,1.41,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:03.4,8,0,--,--,--,--,--,--,--,0:54:17,0:55:14,631,750
Running,1/24/2021 8:47,FALSE,Athens Running,12.01,"1,528",1:40:08,162,176,4.5,146,167,8:20,5:22,645,602,1.32,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:02.7,13,0,--,--,--,--,--,--,--,1:39:42,1:43:02,581,781
Running,1/23/2021 8:25,FALSE,Athens Running,3.02,432,0:30:05,150,166,2.8,143,152,9:59,8:27,149,96,1.13,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:08.6,4,0,--,--,--,--,--,--,--,0:30:05,0:30:05,654,762
Running,1/22/2021 7:18,FALSE,Athens Running,5,631,0:38:09,169,182,3.9,148,160,7:37,6:39,272,218,1.42,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:02.2,6,0,--,--,--,--,--,--,--,0:38:07,0:38:09,634,741
Running,1/21/2021 6:52,FALSE,Athens Running,8,"1,014",1:04:32,162,179,4.2,148,184,8:04,6:25,357,299,1.35,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:01.4,9,0,--,--,--,--,--,--,--,1:04:29,1:05:00,631,757
Running,1/20/2021 6:23,FALSE,Athens Running,3.06,396,0:29:53,144,156,2.5,142,152,9:45,8:21,102,52,1.16,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:38.2,4,0,--,--,--,--,--,--,--,0:29:51,0:29:53,660,756
Running,1/19/2021 6:32,FALSE,Athens Running,7,795,0:57:02,151,179,3.4,148,170,8:09,6:40,458,363,1.33,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:01.8,8,0,--,--,--,--,--,--,--,0:56:46,0:57:49,637,741
Hiking,1/18/2021 10:15,FALSE,Hall County Walking,5.49,692,2:09:49,93,120,1,80,219,23:38,11:38,683,694,0.84,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,11:11.0,6,0,--,--,--,--,--,--,--,1:54:54,2:18:27,"1,074","1,225"
Running,1/17/2021 7:59,FALSE,Athens Running,12.01,"1,395",1:38:54,157,177,4.1,145,187,8:14,5:47,652,608,1.35,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:02.2,13,0,--,--,--,--,--,--,--,1:38:22,1:42:00,581,781
Running,1/16/2021 7:37,FALSE,Athens Running,3.25,461,0:32:47,149,161,2.8,142,160,10:05,7:45,153,57,1.13,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,02:32.7,4,0,--,--,--,--,--,--,--,0:32:46,0:32:47,637,741
Running,1/15/2021 6:53,FALSE,Athens Running,3.11,332,0:20:19,167,182,3.2,162,172,6:31,5:44,127,71,1.52,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:39.1,4,0,--,--,--,--,--,--,--,0:20:17,0:20:25,636,741
Running,1/14/2021 6:31,FALSE,Athens Running,7.01,844,0:55:54,161,174,3.8,147,163,7:59,7:01,438,357,1.37,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:02.0,8,0,--,--,--,--,--,--,--,0:55:45,0:56:25,630,754
Running,1/13/2021 5:53,FALSE,Athens Running,3.23,431,0:31:58,145,165,2.6,144,155,9:53,8:09,130,87,1.13,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,02:05.9,4,0,--,--,--,--,--,--,--,0:31:57,0:31:58,640,741
Running,1/12/2021 6:29,FALSE,Athens Running,7,898,0:56:59,162,179,4,149,162,8:08,7:08,354,295,1.33,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:01.2,8,0,--,--,--,--,--,--,--,0:56:54,0:57:25,630,754
Running,1/10/2021 10:03,FALSE,Barrow County Running,10.74,"1,425",1:33:30,161,176,4.4,151,166,8:42,6:53,639,606,1.23,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,05:54.9,11,0,--,--,--,--,--,--,--,1:33:26,1:36:56,832,957
Running,1/9/2021 8:48,FALSE,Athens Running,3.01,387,0:29:06,144,165,2.4,144,155,9:41,8:17,126,57,1.16,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:02.5,4,0,--,--,--,--,--,--,--,0:29:06,0:29:06,632,741
Running,1/8/2021 17:09,FALSE,Athens Running,3.53,443,0:28:29,158,175,3.2,149,165,8:04,7:05,120,87,1.34,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,04:21.2,4,0,--,--,--,--,--,--,--,0:28:27,0:28:29,635,741
Running,1/7/2021 6:33,FALSE,Athens Running,4.01,491,0:30:14,163,185,3.5,153,165,7:33,5:56,240,202,1.4,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:01.4,5,0,--,--,--,--,--,--,--,0:30:13,0:30:14,634,741
Running,1/6/2021 6:22,FALSE,Athens Running,4.01,497,0:33:00,154,171,3.1,148,165,8:14,7:25,225,136,1.32,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:01.8,5,0,--,--,--,--,--,--,--,0:32:58,0:33:00,637,741
Running,1/5/2021 6:46,FALSE,Athens Running,7.01,935,1:07:29,151,172,3.3,144,165,9:38,7:12,424,357,1.16,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:02.4,8,0,--,--,--,--,--,--,--,1:07:24,1:07:41,630,752
Running,1/4/2021 6:12,FALSE,Athens Running,4.01,502,0:31:25,161,187,3.4,150,160,7:50,6:34,204,113,1.37,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:01.9,5,0,--,--,--,--,--,--,--,0:31:24,0:31:25,636,741
Hiking,1/3/2021 9:54,FALSE,Barrow County Hiking,7.28,889,2:46:52,89,125,1,80,203,22:56,9:18,513,527,0.88,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,06:07.0,8,0,--,--,--,--,--,--,--,2:21:47,2:46:52,819,945
Running,1/2/2021 7:58,FALSE,Athens Running,10,"1,269",1:20:49,162,181,4.3,148,167,8:05,6:13,490,509,1.35,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:01.0,11,0,--,--,--,--,--,--,--,1:20:42,1:20:51,631,741
Running,12/31/2020 7:14,FALSE,Athens Running,7.01,876,0:52:50,168,178,4.3,151,173,7:32,5:59,445,348,1.42,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:01.6,8,0,--,--,--,--,--,--,--,0:52:44,0:53:13,635,741
Cycling,12/30/2020 10:33,FALSE,Athens Cycling,4.09,131,0:19:39,104,122,0.4,--,--,12.5,18.6,33,35,0,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,19:38.6,1,0,--,--,--,--,--,--,--,0:19:26,0:19:39,600,637
Running,12/30/2020 9:53,FALSE,Athens Running,3.01,366,0:23:34,156,178,3.1,150,162,7:50,7:07,18,29,1.37,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:04.0,4,0,--,--,--,--,--,--,--,0:23:34,0:23:34,600,628
Running,12/29/2020 9:13,FALSE,Athens Running,4.36,529,0:32:15,165,180,3.6,151,169,7:24,6:11,230,184,1.44,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,02:42.0,5,0,--,--,--,--,--,--,--,0:32:14,0:32:47,658,760
Running,12/28/2020 9:25,FALSE,Athens Running,4.01,512,0:29:14,175,188,4,148,188,7:18,6:23,236,118,1.49,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:02.5,5,0,--,--,--,--,--,--,--,0:29:14,0:29:14,617,741
Running,12/23/2020 6:45,FALSE,Athens Running,6.01,707,0:43:23,165,178,3.9,154,167,7:13,5:57,469,454,1.44,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:01.8,7,0,--,--,--,--,--,--,--,0:43:14,0:44:02,629,781
Running,12/22/2020 7:16,FALSE,Athens Running,4,523,0:32:18,163,174,3.4,148,164,8:04,6:43,210,109,1.35,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:01.5,5,0,--,--,--,--,--,--,--,0:32:16,0:32:18,635,741
Running,12/20/2020 7:57,FALSE,Athens Running,14.01,"1,672",1:56:57,157,177,4.2,146,173,8:21,6:19,742,758,1.32,0,0,0,0,0,--,--,--,--,--,0:00,0,0:00,No,00:01.6,15,0,--,--,--,--,--,--,--,1:56:12,2:03:20,581,781
